ID,Make,Model,Year,Trim,Trim (description),Base MSRP,Body type,Length (in),Width (in),Height (in),Wheelbase (in),Curb weight (lbs),Cylinders,Engine size (l),Horsepower (HP),Horsepower (rpm),Torque (ft-lbs),Torque (rpm),Drive type,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA combined MPG,EPA city/highway MPG,Range in miles (city/hwy),Country of origin,Car classification,Platform code / generation number
108,BMW,3 Series,1994,325i,325i 2dr Convertible,,Convertible,174.5,67.3,53.1,106.3,3351,I6,2.5,189,5900,181,4200,rear wheel drive,5-speed manual,gas,regular unleaded,17.2,20,17/26 MPG,292.4/447.2 mi.,Europe/Germany,Compact car,E36
100,BMW,3 Series,1994,318i,318i 4dr Sedan,,Sedan,174.5,66.8,54.8,106.3,2866,I4,1.8,138,6000,129,4500,rear wheel drive,5-speed manual,gas,regular unleaded,17.2,22,19/27 MPG,326.8/464.4 mi.,Europe/Germany,Compact car,E36
102,BMW,3 Series,1994,325i,325i 4dr Sedan,,Sedan,174.5,66.8,54.8,106.3,3086,I6,2.5,189,5900,181,4200,rear wheel drive,5-speed manual,gas,regular unleaded,17.2,20,17/26 MPG,292.4/447.2 mi.,Europe/Germany,Compact car,E36
106,BMW,3 Series,1994,318is,318is 2dr Coupe,,Coupe,174.5,67.3,53.8,106.3,2866,I4,1.8,138,6000,129,4500,rear wheel drive,5-speed manual,gas,regular unleaded,17.2,22,19/27 MPG,326.8/464.4 mi.,Europe/Germany,Compact car,E36
110,BMW,3 Series,1994,325is,325is 2dr Coupe,,Coupe,174.5,67.3,53.8,106.3,3086,I6,2.5,189,5900,181,4200,rear wheel drive,5-speed manual,gas,regular unleaded,17.2,20,17/26 MPG,292.4/447.2 mi.,Europe/Germany,Compact car,E36
160,BMW,3 Series,1992,318i,318i 4dr Sedan,,Sedan,174.5,66.8,54.8,106.3,2866,I4,1.8,138,6000,129,4500,rear wheel drive,5-speed manual,gas,regular unleaded,17.2,22,19/27 MPG,326.8/464.4 mi.,Europe/Germany,Compact car,E36
163,BMW,3 Series,1992,325i,325i 4dr Sedan,,Sedan,174.5,66.8,54.8,106.3,3021,I6,2.5,189,5900,181,4700,rear wheel drive,5-speed manual,gas,regular unleaded,17.2,19,16/24 MPG,275.2/412.8 mi.,Europe/Germany,Compact car,E36
158,BMW,3 Series,1992,318i,318i 2dr Convertible,,Convertible,170.2,64.8,53.9,101.2,2867,I4,1.8,134,6000,127,4600,rear wheel drive,5-speed manual,gas,regular unleaded,14.5,20,18/24 MPG,261.0/348.0 mi.,Europe/Germany,Compact car,E30
162,BMW,3 Series,1992,325i,325i 2dr Convertible,,Convertible,170.2,64.8,53.9,101.2,2990,I6,2.5,168,5800,164,4300,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,18,15/22 MPG,246.0/360.8 mi.,Europe/Germany,Compact car,E30
165,BMW,3 Series,1992,318is,318is 2dr Coupe,,Coupe,174.5,67.3,53.8,106.3,2866,I4,1.8,138,6000,129,4500,rear wheel drive,5-speed manual,gas,regular unleaded,17.2,22,19/27 MPG,326.8/464.4 mi.,Europe/Germany,Compact car,E36
167,BMW,3 Series,1992,325is,325is 2dr Coupe,,Coupe,174.5,67.3,53.8,106.3,3020,I6,2.5,189,5900,181,4700,rear wheel drive,5-speed manual,gas,regular unleaded,17.2,19,16/24 MPG,275.2/412.8 mi.,Europe/Germany,Compact car,E36
213,BMW,3 Series,1990,325i,325i 2dr Convertible,,Convertible,175.2,64.8,53.9,101.2,3055,I6,2.5,168,5800,164,4300,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,18,16/23 MPG,262.4/377.2 mi.,Europe/Germany,Compact car,E30
216,BMW,3 Series,1990,325i,325i 4dr Sedan,,Sedan,170.3,64.8,54.3,101.2,2854,I6,2.5,168,5800,164,4300,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,18,16/22 MPG,262.4/360.8 mi.,Europe/Germany,Compact car,E30
222,BMW,3 Series,1990,325iX,325iX 4dr Sedan AWD,,Sedan,170.2,65.4,55.1,101.2,3044,I6,2.5,168,5800,164,4300,all wheel drive,5-speed manual,gas,regular unleaded,16.4,18,15/22 MPG,246.0/360.8 mi.,Europe/Germany,Compact car,E30
218,BMW,3 Series,1990,325is,325is 2dr Coupe,,Coupe,170.3,64.8,54.3,101.2,2845,I6,2.5,168,5800,164,4300,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,18,16/22 MPG,262.4/360.8 mi.,Europe/Germany,Compact car,E30
215,BMW,3 Series,1990,325i,325i 2dr Coupe,,Coupe,170.3,64.8,54.3,101.2,2810,I6,2.5,168,5800,164,4300,rear wheel drive,5-speed manual,gas,regular unleaded,16.4,18,16/22 MPG,262.4/360.8 mi.,Europe/Germany,Compact car,E30
220,BMW,3 Series,1990,325iX,325iX 2dr Coupe AWD,,Coupe,170.2,65.4,55.1,101.2,3000,I6,2.5,168,5800,164,4300,all wheel drive,5-speed manual,gas,regular unleaded,16.4,18,15/22 MPG,246.0/360.8 mi.,Europe/Germany,Compact car,E30
231,BMW,3 Series,1990,M3,M3 2dr Coupe,,Coupe,171.1,66.1,53.9,101,2865,I4,2.3,192,6750,170,4750,rear wheel drive,5-speed manual,gas,regular unleaded,14.5,18,15/26 MPG,217.5/377.0 mi.,Europe/Germany,Compact car,E30
SAMPLE: Ford F-150 (best-selling American truck),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401969481,Ford,F-150,2024,King Ranch,King Ranch 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl Turbo 10A),"$73,735",Truck (SuperCrew),232,79.9,77.1,145.4,5096,V6,3.5,400,6000,500,3100,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,19,16/24 MPG,576.0/864.0 mi.,America/United States,Full-size pickup truck,14th gen
402011927,Ford,F-150,2024,XL,XL 2dr Regular Cab 8 ft. LB (2.7L 6cyl Turbo 10A),"$36,870",Truck (Regular Cab),228.1,79.9,75,141.5,4396,V6,2.7,325,5000,400,3000,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,21,19/25 MPG,684.0/900.0 mi.,America/United States,Full-size pickup truck,14th gen
402011925,Ford,F-150,2024,XLT,XLT 4dr SuperCab 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$47,620",Truck (SuperCab),232,79.9,75.3,145.4,4641,V6,2.7,325,5000,400,3000,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,21,19/25 MPG,684.0/900.0 mi.,America/United States,Full-size pickup truck,14th gen
402011926,Ford,F-150,2024,XL,XL 4dr SuperCab 4WD 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$44,980",Truck (SuperCab),232,79.9,77.1,145.4,4895,V6,2.7,325,5000,400,3000,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,20,18/23 MPG,648.0/828.0 mi.,America/United States,Full-size pickup truck,14th gen
402011923,Ford,F-150,2024,XL,XL 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$49,405",Truck (SuperCrew),243.9,79.9,77.5,157.2,5122,V8,5,400,6000,410,4250,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),36,19,16/24 MPG,576.0/864.0 mi.,America/United States,Full-size pickup truck,14th gen
402011924,Ford,F-150,2024,Platinum,Platinum 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl Turbo 10A),"$73,735",Truck (SuperCrew),232,79.9,77.1,145.4,5096,V6,3.5,400,6000,500,3100,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,19,16/24 MPG,576.0/864.0 mi.,America/United States,Full-size pickup truck,14th gen
402011921,Ford,F-150,2024,Lariat,Lariat 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$65,800",Truck (SuperCrew),243.9,79.9,77.5,157.2,5122,V8,5,400,6000,410,4250,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),36,19,16/24 MPG,576.0/864.0 mi.,America/United States,Full-size pickup truck,14th gen
402011922,Ford,F-150,2024,XLT,XLT 4dr SuperCrew 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$49,980",Truck (SuperCrew),232,79.9,75.4,145.4,4687,V6,2.7,325,5000,400,3000,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,21,19/25 MPG,684.0/900.0 mi.,America/United States,Full-size pickup truck,14th gen
402011911,Ford,F-150,2024,XLT,XLT 4dr SuperCab 4WD 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$51,420",Truck (SuperCab),232,79.9,77.1,145.4,4895,V6,2.7,325,5000,400,3000,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,20,18/23 MPG,648.0/828.0 mi.,America/United States,Full-size pickup truck,14th gen
402011910,Ford,F-150,2024,XL,XL 2dr Regular Cab 6.5 ft. SB (5.0L 8cyl 10A),"$36,770",Truck (Regular Cab),209.4,79.9,75.4,122.8,4353,V8,5,400,6000,410,4250,rear wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),23,19,16/24 MPG,368.0/552.0 mi.,America/United States,Full-size pickup truck,14th gen
402011912,Ford,F-150,2024,King Ranch,King Ranch 4dr SuperCrew 4WD 6.5 ft. SB (3.5L 6cyl Turbo 10A),"$74,040",Truck (SuperCrew),243.9,79.9,77.5,157.2,5143,V6,3.5,400,6000,500,3100,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,19,16/24 MPG,576.0/864.0 mi.,America/United States,Full-size pickup truck,14th gen
402011909,Ford,F-150,2024,XLT,XLT 4dr SuperCrew 4WD 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$53,840",Truck (SuperCrew),232,79.9,77.1,145.4,4941,V6,2.7,325,5000,400,3000,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,20,18/23 MPG,648.0/828.0 mi.,America/United States,Full-size pickup truck,14th gen
402011907,Ford,F-150,2024,XL,XL 4dr SuperCab 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$41,180",Truck (SuperCab),232,79.9,75.3,145.4,4641,V6,2.7,325,5000,400,3000,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,21,19/25 MPG,684.0/900.0 mi.,America/United States,Full-size pickup truck,14th gen
402011908,Ford,F-150,2024,XL,XL 2dr Regular Cab 4WD 8 ft. LB (2.7L 6cyl Turbo 10A),"$41,885",Truck (Regular Cab),228.1,79.9,76.7,141.5,4679,V6,2.7,325,5000,400,3000,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,20,18/23 MPG,648.0/828.0 mi.,America/United States,Full-size pickup truck,14th gen
402011906,Ford,F-150,2024,XL,XL 2dr Regular Cab 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$41,785",Truck (Regular Cab),209.4,79.9,76.9,122.8,4617,V8,5,400,6000,410,4250,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),23,19,16/24 MPG,368.0/552.0 mi.,America/United States,Full-size pickup truck,14th gen
402011915,Ford,F-150,2024,XLT,XLT 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$55,830",Truck (SuperCrew),243.9,79.9,77.5,157.2,5122,V8,5,400,6000,410,4250,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),36,19,16/24 MPG,576.0/864.0 mi.,America/United States,Full-size pickup truck,14th gen
402011919,Ford,F-150,2024,Platinum,Platinum 4dr SuperCrew 4WD 6.5 ft. SB (3.5L 6cyl Turbo 10A),"$74,040",Truck (SuperCrew),243.9,79.9,77.5,157.2,5143,V6,3.5,400,6000,500,3100,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,19,16/24 MPG,576.0/864.0 mi.,America/United States,Full-size pickup truck,14th gen
402011920,Ford,F-150,2024,Lariat,Lariat 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 10A),"$65,195",Truck (SuperCrew),232,79.9,77.1,145.4,5020,V8,5,400,6000,410,4250,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),36,19,16/24 MPG,576.0/864.0 mi.,America/United States,Full-size pickup truck,14th gen
402011918,Ford,F-150,2024,XL,XL 4dr SuperCrew 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$43,515",Truck (SuperCrew),232,79.9,75.4,145.4,4687,V6,2.7,325,5000,400,3000,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,21,19/25 MPG,684.0/900.0 mi.,America/United States,Full-size pickup truck,14th gen
402011916,Ford,F-150,2024,XL,XL 4dr SuperCrew 4WD 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$47,395",Truck (SuperCrew),232,79.9,77.1,145.4,4941,V6,2.7,325,5000,400,3000,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,20,18/23 MPG,648.0/828.0 mi.,America/United States,Full-size pickup truck,14th gen
402011913,Ford,F-150,2024,Raptor,Raptor 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl Turbo 10A),"$78,330",Truck (SuperCrew),232.6,86.6,79.8,145.4,5710,V6,3.5,450,5850,510,3000,four wheel drive,10-speed shiftable automatic,gas,premium unleaded (recommended),36,19,16/24 MPG,576.0/864.0 mi.,America/United States,Full-size pickup truck,14th gen
402011928,Ford,F-150,2024,STX,STX 4dr SuperCrew 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$48,230",Truck (SuperCrew),232,79.9,75.4,145.4,4687,V6,2.7,325,5000,400,3000,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,21,19/25 MPG,684.0/900.0 mi.,America/United States,Full-size pickup truck,14th gen
402011931,Ford,F-150,2024,STX,STX 4dr SuperCab 4WD 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$49,695",Truck (SuperCab),232,79.9,77.1,145.4,4895,V6,2.7,325,5000,400,3000,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,20,18/23 MPG,648.0/828.0 mi.,America/United States,Full-size pickup truck,14th gen
402011929,Ford,F-150,2024,STX,STX 4dr SuperCrew 4WD 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$52,110",Truck (SuperCrew),232,79.9,77.1,145.4,4941,V6,2.7,325,5000,400,3000,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,20,18/23 MPG,648.0/828.0 mi.,America/United States,Full-size pickup truck,14th gen
402011930,Ford,F-150,2024,STX,STX 4dr SuperCab 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$45,895",Truck (SuperCab),232,79.9,75.3,145.4,4641,V6,2.7,325,5000,400,3000,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,36,21,19/25 MPG,684.0/900.0 mi.,America/United States,Full-size pickup truck,14th gen
402011914,Ford,F-150,2024,Tremor,Tremor 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 10A),"$64,150",Truck (SuperCrew),231.7,79.9,79.3,145.6,5267,V8,5,400,6000,410,4250,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),36,19,16/24 MPG,576.0/864.0 mi.,America/United States,Full-size pickup truck,14th gen
401822513,Ford,F-150,2020,XL,XL 2dr Regular Cab 6.5 ft. SB (3.3L 6cyl 6A),"$28,745",Truck (Regular Cab),209.3,79.9,75.5,122.4,4069,V6,3.3,290,6500,265,4000,rear wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,22,19/25 MPG,437.0/575.0 mi.,America/United States,Full-size pickup truck,13th gen
401822514,Ford,F-150,2020,XL,XL 2dr Regular Cab 8 ft. LB (3.3L 6cyl 6A),"$29,045",Truck (Regular Cab),227.9,79.9,75.1,141.1,4177,V6,3.3,290,6500,265,4000,rear wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,22,19/25 MPG,437.0/575.0 mi.,America/United States,Full-size pickup truck,13th gen
401822520,Ford,F-150,2020,XL,XL 2dr Regular Cab 4WD 6.5 ft. SB (3.3L 6cyl 6A),"$33,390",Truck (Regular Cab),209.3,79.9,76.9,122.4,4330,V6,3.3,290,6500,265,4000,four wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,20,18/23 MPG,414.0/529.0 mi.,America/United States,Full-size pickup truck,13th gen
401822518,Ford,F-150,2020,XL,XL 2dr Regular Cab 4WD 8 ft. LB (3.3L 6cyl 6A),"$33,690",Truck (Regular Cab),227.9,79.9,76.9,141.1,4418,V6,3.3,290,6500,265,4000,four wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,20,18/23 MPG,414.0/529.0 mi.,America/United States,Full-size pickup truck,13th gen
401822519,Ford,F-150,2020,XLT,XLT 2dr Regular Cab 6.5 ft. SB (3.3L 6cyl 6A),"$34,760",Truck (Regular Cab),209.3,79.9,75.5,122.4,4069,V6,3.3,290,6500,265,4000,rear wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,22,19/25 MPG,437.0/575.0 mi.,America/United States,Full-size pickup truck,13th gen
401822516,Ford,F-150,2020,XLT,XLT 2dr Regular Cab 8 ft. LB (3.3L 6cyl 6A),"$35,060",Truck (Regular Cab),227.9,79.9,75.1,141.1,4177,V6,3.3,290,6500,265,4000,rear wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,22,19/25 MPG,437.0/575.0 mi.,America/United States,Full-size pickup truck,13th gen
401822517,Ford,F-150,2020,XLT,XLT 2dr Regular Cab 4WD 6.5 ft. SB (3.3L 6cyl 6A),"$38,185",Truck (Regular Cab),209.3,79.9,76.9,122.4,4330,V6,3.3,290,6500,265,4000,four wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,20,18/23 MPG,414.0/529.0 mi.,America/United States,Full-size pickup truck,13th gen
401822515,Ford,F-150,2020,XLT,XLT 2dr Regular Cab 4WD 8 ft. LB (3.3L 6cyl 6A),"$38,485",Truck (Regular Cab),227.9,79.9,76.9,141.1,4418,V6,3.3,290,6500,265,4000,four wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,20,18/23 MPG,414.0/529.0 mi.,America/United States,Full-size pickup truck,13th gen
401822561,Ford,F-150,2020,XL,XL 4dr SuperCab 6.5 ft. SB (3.3L 6cyl 6A),"$32,830",Truck (SuperCab),231.9,79.9,75.5,145,4415,V6,3.3,290,6500,265,4000,rear wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,22,19/25 MPG,437.0/575.0 mi.,America/United States,Full-size pickup truck,13th gen
401822562,Ford,F-150,2020,XL,XL 4dr SuperCab 8 ft. LB (2.7L 6cyl Turbo 10A),"$34,135",Truck (SuperCab),250.5,79.9,75.5,163.7,4644,V6,2.7,325,5000,400,2750,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,23,22,20/26 MPG,460.0/598.0 mi.,America/United States,Full-size pickup truck,13th gen
401822570,Ford,F-150,2020,XL,XL 4dr SuperCab 4WD 6.5 ft. SB (3.3L 6cyl 6A),"$36,260",Truck (SuperCab),231.9,79.9,77.2,145,4668,V6,3.3,290,6500,265,4000,four wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,20,18/23 MPG,414.0/529.0 mi.,America/United States,Full-size pickup truck,13th gen
401822565,Ford,F-150,2020,XL,XL 4dr SuperCab 4WD 8 ft. LB (5.0L 8cyl 10A),"$38,515",Truck (SuperCab),250.5,79.9,77,163.7,4929,V8,5,395,5750,400,4500,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),23,18,15/21 MPG,345.0/483.0 mi.,America/United States,Full-size pickup truck,13th gen
401822572,Ford,F-150,2020,XLT,XLT 4dr SuperCab 6.5 ft. SB (3.3L 6cyl 6A),"$37,670",Truck (SuperCab),231.9,79.9,75.5,145,4415,V6,3.3,290,6500,265,4000,rear wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,22,19/25 MPG,437.0/575.0 mi.,America/United States,Full-size pickup truck,13th gen
401822569,Ford,F-150,2020,XLT,XLT 4dr SuperCab 8 ft. LB (2.7L 6cyl Turbo 10A),"$38,975",Truck (SuperCab),250.5,79.9,75.5,163.7,4644,V6,2.7,325,5000,400,2750,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,23,22,20/26 MPG,460.0/598.0 mi.,America/United States,Full-size pickup truck,13th gen
401822566,Ford,F-150,2020,XLT,XLT 4dr SuperCab 4WD 6.5 ft. SB (3.3L 6cyl 6A),"$41,095",Truck (SuperCab),231.9,79.9,77.2,145,4668,V6,3.3,290,6500,265,4000,four wheel drive,6-speed shiftable automatic,gas,regular unleaded,23,20,18/23 MPG,414.0/529.0 mi.,America/United States,Full-size pickup truck,13th gen
401822571,Ford,F-150,2020,XLT,XLT 4dr SuperCab 4WD 8 ft. LB (5.0L 8cyl 10A),"$43,350",Truck (SuperCab),250.5,79.9,77,163.7,4929,V8,5,395,5750,400,4500,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),23,18,15/21 MPG,345.0/483.0 mi.,America/United States,Full-size pickup truck,13th gen
401822567,Ford,F-150,2020,Lariat,Lariat 4dr SuperCab 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$43,250",Truck (SuperCab),231.9,79.9,75.5,145,4495,V6,2.7,325,5000,400,2750,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,23,22,20/26 MPG,460.0/598.0 mi.,America/United States,Full-size pickup truck,13th gen
401822564,Ford,F-150,2020,Lariat,Lariat 4dr SuperCab 8 ft. LB (2.7L 6cyl Turbo 10A),"$43,550",Truck (SuperCab),250.5,79.9,75.5,163.7,4644,V6,2.7,325,5000,400,2750,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,23,22,20/26 MPG,460.0/598.0 mi.,America/United States,Full-size pickup truck,13th gen
401822568,Ford,F-150,2020,Lariat,Lariat 4dr SuperCab 4WD 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$46,675",Truck (SuperCab),231.9,79.9,77.2,145,4805,V6,2.7,325,5000,400,2750,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,23,20,18/23 MPG,414.0/529.0 mi.,America/United States,Full-size pickup truck,13th gen
401822563,Ford,F-150,2020,Lariat,Lariat 4dr SuperCab 4WD 8 ft. LB (5.0L 8cyl 10A),"$47,925",Truck (SuperCab),250.5,79.9,77,163.7,4929,V8,5,395,5750,400,4500,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),23,18,15/21 MPG,345.0/483.0 mi.,America/United States,Full-size pickup truck,13th gen
401822613,Ford,F-150,2020,Raptor,Raptor 4dr SuperCab 4WD (3.5L 6cyl Turbo 10A),"$53,455",Truck (SuperCab),220,86.3,78.5,134.2,5525,V6,3.5,450,5000,510,3500,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,26,16,15/18 MPG,390.0/468.0 mi.,America/United States,Full-size pickup truck,13th gen
401822593,Ford,F-150,2020,XL,XL 4dr SuperCrew 5.5 ft. SB (3.3L 6cyl 6A),"$35,285",Truck (SuperCrew),231.9,79.9,75.6,145,4529,V6,3.3,290,6500,265,4000,rear wheel drive,6-speed shiftable automatic,gas,regular unleaded,26,22,19/25 MPG,494.0/650.0 mi.,America/United States,Full-size pickup truck,13th gen
401822594,Ford,F-150,2020,XL,XL 4dr SuperCrew 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$36,590",Truck (SuperCrew),243.7,79.9,75.7,156.8,4627,V6,2.7,325,5000,400,2750,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,26,22,20/26 MPG,520.0/676.0 mi.,America/United States,Full-size pickup truck,13th gen
401822598,Ford,F-150,2020,XL,XL 4dr SuperCrew 4WD 5.5 ft. SB (3.3L 6cyl 6A),"$38,795",Truck (SuperCrew),231.9,79.9,77.2,145,4769,V6,3.3,290,6500,265,4000,four wheel drive,6-speed shiftable automatic,gas,regular unleaded,26,20,18/23 MPG,468.0/598.0 mi.,America/United States,Full-size pickup truck,13th gen
401822595,Ford,F-150,2020,XL,XL 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$41,050",Truck (SuperCrew),243.7,79.9,77.3,156.8,4913,V8,5,395,5750,400,4500,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),26,18,15/21 MPG,390.0/546.0 mi.,America/United States,Full-size pickup truck,13th gen
401822604,Ford,F-150,2020,XLT,XLT 4dr SuperCrew 5.5 ft. SB (3.3L 6cyl 6A),"$40,020",Truck (SuperCrew),231.9,79.9,75.6,145,4529,V6,3.3,290,6500,265,4000,rear wheel drive,6-speed shiftable automatic,gas,regular unleaded,26,22,19/25 MPG,494.0/650.0 mi.,America/United States,Full-size pickup truck,13th gen
401822601,Ford,F-150,2020,XLT,XLT 4dr SuperCrew 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$41,325",Truck (SuperCrew),243.7,79.9,75.7,156.8,4627,V6,2.7,325,5000,400,2750,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,26,22,20/26 MPG,520.0/676.0 mi.,America/United States,Full-size pickup truck,13th gen
401822600,Ford,F-150,2020,XLT,XLT 4dr SuperCrew 4WD 5.5 ft. SB (3.3L 6cyl 6A),"$43,515",Truck (SuperCrew),231.9,79.9,77.2,145,4769,V6,3.3,290,6500,265,4000,four wheel drive,6-speed shiftable automatic,gas,regular unleaded,26,20,18/23 MPG,468.0/598.0 mi.,America/United States,Full-size pickup truck,13th gen
401822603,Ford,F-150,2020,XLT,XLT 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$45,770",Truck (SuperCrew),243.7,79.9,77.3,156.8,4913,V8,5,395,5750,400,4500,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),26,18,15/21 MPG,390.0/546.0 mi.,America/United States,Full-size pickup truck,13th gen
401822599,Ford,F-150,2020,Lariat,Lariat 4dr SuperCrew 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$45,610",Truck (SuperCrew),231.9,79.9,75.6,145,4602,V6,2.7,325,5000,400,2750,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,26,22,20/26 MPG,520.0/676.0 mi.,America/United States,Full-size pickup truck,13th gen
401822597,Ford,F-150,2020,Lariat,Lariat 4dr SuperCrew 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$45,910",Truck (SuperCrew),243.7,79.9,75.7,156.8,4627,V6,2.7,325,5000,400,2750,rear wheel drive,10-speed shiftable automatic,gas,regular unleaded,26,22,20/26 MPG,520.0/676.0 mi.,America/United States,Full-size pickup truck,13th gen
401822602,Ford,F-150,2020,Lariat,Lariat 4dr SuperCrew 4WD 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$49,035",Truck (SuperCrew),231.9,79.9,77.2,145,4858,V6,2.7,325,5000,400,2750,four wheel drive,10-speed shiftable automatic,gas,regular unleaded,26,20,18/23 MPG,468.0/598.0 mi.,America/United States,Full-size pickup truck,13th gen
401822596,Ford,F-150,2020,Lariat,Lariat 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$50,285",Truck (SuperCrew),243.7,79.9,77.3,156.8,4913,V8,5,395,5750,400,4500,four wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),26,18,15/21 MPG,390.0/546.0 mi.,America/United States,Full-size pickup truck,13th gen
401822608,Ford,F-150,2020,King Ranch,King Ranch 4dr SuperCrew 5.5 ft. SB (5.0L 8cyl 10A),"$52,990",Truck (SuperCrew),231.9,79.9,75.6,145,4606,V8,5,395,5750,400,4500,rear wheel drive,10-speed shiftable automatic,flex-fuel (FFV),flex-fuel (unleaded/E85),26,19,17/23 MPG,442.0/598.0 mi.,America/United States,Full-size pickup truck,13th gen
