ID,Make,Model,Year,Trim,Trim (description),Base MSRP,Body type,Length (in),Width (in),Height (in),Wheelbase (in),Curb weight (lbs),Cylinders,Engine size (l),Horsepower (HP),Horsepower (rpm),Torque (ft-lbs),Torque (rpm),Drive type,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA combined MPG,EPA city/highway MPG,Range in miles (city/hwy),Country of origin,Car classification,Platform code / generation number
5399,Ford,F-150,1990,(base),2dr Extended Cab LB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),232.2,79,71.9,155,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5407,Ford,F-150,1990,(base),2dr Extended Cab 4WD LB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),232.2,79,74,155,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5409,Ford,F-150,1990,(base),2dr Extended Cab 4WD SB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),216.1,79,74.6,138.8,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5335,Ford,F-150,1990,XLT Lariat,XLT Lariat 2dr Extended Cab LB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),232.2,79,71.9,155,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5337,Ford,F-150,1990,XLT Lariat,XLT Lariat 2dr Extended Cab SB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),216.1,79,72.1,138.8,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5287,Ford,F-150,1990,XLT Lariat,XLT Lariat 2dr Extended Cab 4WD LB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),232.2,79,74,155,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5289,Ford,F-150,1990,XLT Lariat,XLT Lariat 2dr Extended Cab 4WD SB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),216.1,79,74.6,138.8,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5314,Ford,F-150,1990,XL,XL 2dr Extended Cab LB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),232.2,79,71.9,155,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5315,Ford,F-150,1990,XL,XL 2dr Extended Cab SB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),216.1,79,72.1,138.8,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5320,Ford,F-150,1990,XL,XL 2dr Extended Cab 4WD LB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),232.2,79,74,155,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5322,Ford,F-150,1990,XL,XL 2dr Extended Cab 4WD SB (4.9L 6cyl naturally aspired 4M),,Truck (Extended Cab),216.1,79,74.6,138.8,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5406,Ford,F-150,1990,(base),2dr Regular Cab SB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),194.1,79,69.8,116.8,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5404,Ford,F-150,1990,(base),2dr Regular Cab LB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),210.2,79,69.9,133,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5410,Ford,F-150,1990,(base),2dr Regular Cab 4WD LB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),210.2,79,73.2,133,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5413,Ford,F-150,1990,(base),2dr Regular Cab 4WD SB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),194.1,79,73.8,116.8,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5444,Ford,F-150,1990,S,S 2dr Regular Cab SB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),194.1,79,69.8,116.8,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5443,Ford,F-150,1990,S,S 2dr Regular Cab LB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),210.2,79,69.9,133,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5286,Ford,F-150,1990,XLT Lariat,XLT Lariat 2dr Regular Cab SB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),194.1,79,69.8,116.8,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5340,Ford,F-150,1990,XLT Lariat,XLT Lariat 2dr Regular Cab LB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),210.2,79,69.9,133,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5291,Ford,F-150,1990,XLT Lariat,XLT Lariat 2dr Regular Cab 4WD LB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),210.2,79,73.2,133,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5293,Ford,F-150,1990,XLT Lariat,XLT Lariat 2dr Regular Cab 4WD SB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),194.1,79,73.8,116.8,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5318,Ford,F-150,1990,XL,XL 2dr Regular Cab LB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),210.2,79,69.9,133,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5319,Ford,F-150,1990,XL,XL 2dr Regular Cab SB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),194.1,79,69.8,116.8,,I6,4.9,145,3400,265,2000,rear wheel drive,,gas,regular unleaded,18.2,16,15/18 MPG,273.0/327.6 mi.,America/United States,Full-size pickup truck,8th gen
5324,Ford,F-150,1990,XL,XL 2dr Regular Cab 4WD LB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),210.2,79,73.2,133,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
5326,Ford,F-150,1990,XL,XL 2dr Regular Cab 4WD SB (4.9L 6cyl naturally aspired 4M),,Truck (Regular Cab),194.1,79,73.8,116.8,,I6,4.9,145,3400,265,2000,four wheel drive,,gas,regular unleaded,18.2,15,14/17 MPG,254.8/309.4 mi.,America/United States,Full-size pickup truck,8th gen
402019067,Ford,F-150 Lightning,2024,Lariat,Lariat 4dr SuperCrew 4WD SB (electric DD),"$76,995",Truck (SuperCrew),232.7,80,78.3,145.5,,,,,,,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
401983724,Ford,F-150 Lightning,2024,Pro,Pro 4dr SuperCrew 4WD SB (electric DD),"$54,995",Truck (SuperCrew),232.7,80,78.3,145.5,,,,,,,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
402019068,Ford,F-150 Lightning,2024,XLT,XLT 4dr SuperCrew 4WD SB (electric DD),"$62,995",Truck (SuperCrew),232.7,80,78.3,145.5,,,,,,,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
402019066,Ford,F-150 Lightning,2024,Platinum,Platinum 4dr SuperCrew 4WD SB (electric DD),"$84,995",Truck (SuperCrew),232.7,80,78.3,145.5,,,,,,,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
402019065,Ford,F-150 Lightning,2024,Flash,Flash 4dr SuperCrew 4WD SB (electric DD),"$67,995",Truck (SuperCrew),232.7,80,78.3,145.5,,,,,,,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
401936173,Ford,F-150 Lightning,2023,Pro,Pro 4dr SuperCrew 4WD SB (electric DD),"$49,995",Truck (SuperCrew),232.7,80,78.3,145.5,,,,426,,775,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
401954472,Ford,F-150 Lightning,2023,Platinum,Platinum 4dr SuperCrew 4WD SB (electric DD),"$91,995",Truck (SuperCrew),232.7,80,78.3,145.5,,,,563,,775,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
401954474,Ford,F-150 Lightning,2023,Lariat,Lariat 4dr SuperCrew 4WD SB (electric DD),"$69,995",Truck (SuperCrew),232.7,80,78.3,145.5,,,,426,,775,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
401954473,Ford,F-150 Lightning,2023,XLT,XLT 4dr SuperCrew 4WD SB (electric DD),"$54,995",Truck (SuperCrew),232.7,80,78.3,145.5,,,,426,,775,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
401893872,Ford,F-150 Lightning,2022,Platinum,Platinum 4dr SuperCrew 4WD SB (electric DD),"$90,874",Truck (SuperCrew),232.7,80,78.3,145.5,,,,563,,775,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
401921406,Ford,F-150 Lightning,2022,XLT,XLT 4dr SuperCrew 4WD SB (electric DD),"$52,974",Truck (SuperCrew),232.7,80,78.3,145.5,,,,426,,775,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
401921407,Ford,F-150 Lightning,2022,Lariat,Lariat 4dr SuperCrew 4WD SB (electric DD),"$67,474",Truck (SuperCrew),232.7,80,78.3,145.5,,,,426,,775,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
401921568,Ford,F-150 Lightning,2022,Pro,Pro 4dr SuperCrew 4WD SB (electric DD),"$39,974",Truck (SuperCrew),232.7,80,78.3,145.5,,,,426,,775,,four wheel drive,1-speed direct drive,electric,electric,,,,,America/United States,Full-size pickup truck,14th gen
SAMPLE: Toyota Prius (best-selling hybrid car),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402012898,Toyota,Prius,2024,XLE,XLE 4dr Hatchback (2.0L 4cyl gas/electric hybrid CVT),"$31,395",Hatchback,181.1,70.2,56.3,108.3,3164,I4,2,194,6000,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,52/52 MPG,587.6/587.6 mi.,Asia/Japan,Compact car,5th gen XW60
401981656,Toyota,Prius,2024,LE,LE 4dr Hatchback (2.0L 4cyl gas/electric hybrid CVT),"$27,950",Hatchback,181.1,70.2,55.9,108.3,3097,I4,2,194,6000,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,57,57/56 MPG,644.1/632.8 mi.,Asia/Japan,Compact car,5th gen XW60
402012897,Toyota,Prius,2024,XLE,XLE 4dr Hatchback AWD (2.0L 4cyl gas/electric hybrid CVT),"$32,795",Hatchback,181.1,70.2,56.3,108.3,3285,I4,2,196,6000,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.5,49,49/50 MPG,514.5/525.0 mi.,Asia/Japan,Compact car,5th gen XW60
402012900,Toyota,Prius,2024,Limited,Limited 4dr Hatchback (2.0L 4cyl gas/electric hybrid CVT),"$34,965",Hatchback,181.1,70.2,56.3,108.3,3219,I4,2,194,6000,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,52/52 MPG,587.6/587.6 mi.,Asia/Japan,Compact car,5th gen XW60
402012899,Toyota,Prius,2024,LE,LE 4dr Hatchback AWD (2.0L 4cyl gas/electric hybrid CVT),"$29,350",Hatchback,181.1,70.2,55.9,108.3,3230,I4,2,196,6000,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.5,54,53/54 MPG,556.5/567.0 mi.,Asia/Japan,Compact car,5th gen XW60
402012896,Toyota,Prius,2024,Limited,Limited 4dr Hatchback AWD (2.0L 4cyl gas/electric hybrid CVT),"$36,365",Hatchback,181.1,70.2,56.3,108.3,3340,I4,2,196,6000,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.5,49,49/50 MPG,514.5/525.0 mi.,Asia/Japan,Compact car,5th gen XW60
401933708,Toyota,Prius,2023,LE,LE 4dr Hatchback (2.0L 4cyl gas/electric hybrid CVT),"$27,450",Hatchback,181.1,70.2,55.9,108.3,3097,I4,2,194,6000,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,57,57/56 MPG,644.1/632.8 mi.,Asia/Japan,Compact car,5th gen XW60
401975567,Toyota,Prius,2023,LE,LE 4dr Hatchback AWD (2.0L 4cyl gas/electric hybrid CVT),"$28,850",Hatchback,181.1,70.2,55.9,108.3,3230,I4,2,196,6000,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.5,54,53/54 MPG,556.5/567.0 mi.,Asia/Japan,Compact car,5th gen XW60
401975565,Toyota,Prius,2023,XLE,XLE 4dr Hatchback (2.0L 4cyl gas/electric hybrid CVT),"$30,895",Hatchback,181.1,70.2,56.3,108.3,3164,I4,2,194,6000,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,52/52 MPG,587.6/587.6 mi.,Asia/Japan,Compact car,5th gen XW60
401975568,Toyota,Prius,2023,XLE,XLE 4dr Hatchback AWD (2.0L 4cyl gas/electric hybrid CVT),"$32,295",Hatchback,181.1,70.2,56.3,108.3,3285,I4,2,196,6000,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.5,49,49/50 MPG,514.5/525.0 mi.,Asia/Japan,Compact car,5th gen XW60
401975566,Toyota,Prius,2023,Limited,Limited 4dr Hatchback (2.0L 4cyl gas/electric hybrid CVT),"$34,465",Hatchback,181.1,70.2,56.3,108.3,3219,I4,2,194,6000,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,52/52 MPG,587.6/587.6 mi.,Asia/Japan,Compact car,5th gen XW60
401975569,Toyota,Prius,2023,Limited,Limited 4dr Hatchback AWD (2.0L 4cyl gas/electric hybrid CVT),"$35,865",Hatchback,181.1,70.2,56.3,108.3,3340,I4,2,196,6000,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.5,49,49/50 MPG,514.5/525.0 mi.,Asia/Japan,Compact car,5th gen XW60
401889358,Toyota,Prius,2022,L Eco,L Eco 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$25,075",Hatchback,180,69.3,57.9,106.3,3010,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,56,58/53 MPG,655.4/598.9 mi.,Asia/Japan,Compact car,5th gen XW60
401901302,Toyota,Prius,2022,XLE,XLE 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$29,295",Hatchback,180,69.3,57.9,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,5th gen XW60
401901303,Toyota,Prius,2022,LE,LE 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$26,285",Hatchback,180,69.3,57.9,106.3,3040,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,5th gen XW60
401901304,Toyota,Prius,2022,Limited,Limited 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$33,370",Hatchback,180,69.3,57.9,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,5th gen XW60
401901305,Toyota,Prius,2022,LE AWD-e,LE AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),"$27,685",Hatchback,180,69.3,58.1,106.3,3210,I4,1.8,121,5200,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.6,49,51/47 MPG,540.6/498.2 mi.,Asia/Japan,Compact car,5th gen XW60
401901306,Toyota,Prius,2022,XLE AWD-e,XLE AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),"$30,125",Hatchback,180,69.3,58.1,106.3,3220,I4,1.8,121,5200,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.6,49,51/47 MPG,540.6/498.2 mi.,Asia/Japan,Compact car,5th gen XW60
401934550,Toyota,Prius,2022,Nightshade Edition AWD-e,Nightshade Edition AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),"$30,675",Hatchback,180,69.3,58.1,106.3,3220,I4,1.8,121,5200,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.6,49,51/47 MPG,540.6/498.2 mi.,Asia/Japan,Compact car,5th gen XW60
401934549,Toyota,Prius,2022,Nightshade Edition,Nightshade Edition 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$29,545",Hatchback,180,69.3,57.9,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,5th gen XW60
401849780,Toyota,Prius,2021,L Eco,L Eco 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$24,525",Hatchback,180,69.3,57.9,106.3,3010,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,56,58/53 MPG,655.4/598.9 mi.,Asia/Japan,Compact car,4th gen XW50
401861950,Toyota,Prius,2021,XLE AWD-e,XLE AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),"$29,575",Hatchback,180,69.3,58.1,106.3,3220,I4,1.8,121,5200,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.6,49,51/47 MPG,540.6/498.2 mi.,Asia/Japan,Compact car,4th gen XW50
401861951,Toyota,Prius,2021,LE AWD-e,LE AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),"$27,135",Hatchback,180,69.3,58.1,106.3,3210,I4,1.8,121,5200,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.6,49,51/47 MPG,540.6/498.2 mi.,Asia/Japan,Compact car,4th gen XW50
401861952,Toyota,Prius,2021,Limited,Limited 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$32,650",Hatchback,180,69.3,57.9,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401861953,Toyota,Prius,2021,LE,LE 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$25,735",Hatchback,180,69.3,57.9,106.3,3040,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401861954,Toyota,Prius,2021,XLE,XLE 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$28,575",Hatchback,180,69.3,57.9,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401861955,Toyota,Prius,2021,2020 Edition,2020 Edition 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$29,875",Hatchback,180,69.3,57.9,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401819539,Toyota,Prius,2020,L Eco,L Eco 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$24,325",Hatchback,180,69.3,57.9,106.3,3010,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,56,58/53 MPG,655.4/598.9 mi.,Asia/Japan,Compact car,4th gen XW50
401819541,Toyota,Prius,2020,LE,LE 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$25,535",Hatchback,180,69.3,57.9,106.3,3040,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401819537,Toyota,Prius,2020,LE AWD-e,LE AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),"$26,935",Hatchback,180,69.3,58.1,106.3,3210,I4,1.8,121,5200,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.6,50,52/48 MPG,551.2/508.8 mi.,Asia/Japan,Compact car,4th gen XW50
401819540,Toyota,Prius,2020,XLE,XLE 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$28,375",Hatchback,180,69.3,57.9,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401819538,Toyota,Prius,2020,XLE AWD-e,XLE AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),"$29,375",Hatchback,180,69.3,58.1,106.3,3220,I4,1.8,121,5200,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.6,50,52/48 MPG,551.2/508.8 mi.,Asia/Japan,Compact car,4th gen XW50
401819542,Toyota,Prius,2020,Limited,Limited 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$32,500",Hatchback,180,69.3,57.9,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401780670,Toyota,Prius,2019,L Eco,L Eco 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$23,770",Hatchback,180,69.3,57.9,106.3,3010,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,56,58/53 MPG,655.4/598.9 mi.,Asia/Japan,Compact car,4th gen XW50
401786991,Toyota,Prius,2019,LE,LE 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$24,980",Hatchback,180,69.3,57.9,106.3,3040,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401787010,Toyota,Prius,2019,LE AWD-e,LE AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),"$26,380",Hatchback,180,69.3,58.1,106.3,3210,I4,1.8,121,5200,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.6,50,52/48 MPG,551.2/508.8 mi.,Asia/Japan,Compact car,4th gen XW50
401786989,Toyota,Prius,2019,Limited,Limited 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$32,200",Hatchback,180,69.3,57.9,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401786990,Toyota,Prius,2019,XLE,XLE 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$27,820",Hatchback,180,69.3,57.9,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401787009,Toyota,Prius,2019,XLE AWD-e,XLE AWD-e 4dr Hatchback AWD (1.8L 4cyl gas/electric hybrid CVT),"$28,820",Hatchback,180,69.3,58.1,106.3,3220,I4,1.8,121,5200,,,all wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,10.6,50,52/48 MPG,551.2/508.8 mi.,Asia/Japan,Compact car,4th gen XW50
401741147,Toyota,Prius,2018,One,One 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$23,475",Hatchback,178.7,69.3,58.1,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401741153,Toyota,Prius,2018,Two,Two 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$24,685",Hatchback,178.7,69.3,58.1,106.3,3075,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401741149,Toyota,Prius,2018,Two Eco,Two Eco 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$25,165",Hatchback,178.7,69.3,58.1,106.3,3010,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,56,58/53 MPG,655.4/598.9 mi.,Asia/Japan,Compact car,4th gen XW50
401741151,Toyota,Prius,2018,Three,Three 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$26,735",Hatchback,178.7,69.3,58.1,106.3,3050,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
401741148,Toyota,Prius,2018,Three Touring,Three Touring 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),"$28,115",Hatchback,178.7,69.3,58.1,106.3,3080,I4,1.8,121,5200,,,front wheel drive,continuously variable-speed automatic,hybrid,regular unleaded,11.3,52,54/50 MPG,610.2/565.0 mi.,Asia/Japan,Compact car,4th gen XW50
